,tweet,date
188,Kinda reminds me of #CamNewton tonight. He almost pulled it off and it just came to a crashing ending.  #SNF… https://t.co/aPA6YAQtGY,2020-09-21 03:56:27
189,"THIS IS JUST A FUN/INTERESTING POLL LOL so don’t kill me, I love Tom Brady more than 99.9% of things in the world b… https://t.co/XtQXnNZ3lQ",2020-09-21 03:55:53
190,Good Game Patriots &amp; #CamNewton. Keep playing #strong! Keep Looking Up #White,2020-09-21 03:55:46
191,"Yeah, I am bawling.... y’all, this year can’t get any worse... damn, I’m broken.... #CamNewton #gregolsen #sad https://t.co/BlLNpos9Dz",2020-09-21 03:55:21
192,"I feel conflicted. I’m smiling that the #Patriots lost...but I’m a #CamNewton fan. What to do, what to do...",2020-09-21 03:54:07
193,El día que @CameronNewton (hoy estrella de @Patriots ) visitó nuestra ciudad! Y en el Gaspar Mass nos dio una clíni… https://t.co/KXApzfEFPR,2020-09-21 03:53:12
194,"Lo de #CamNewton fue muy predecible, sin embargo el juego estuvo muy cerrado, lo que me da esperanza. Pueden ser má… https://t.co/mtO31hTwHJ",2020-09-21 03:52:42
195,What a game from @CameronNewton but @Patriots can we please get him some help I mean great o-line but he needs weap… https://t.co/9Ub32OvbAr,2020-09-21 03:52:11
196,Pretty tough loss but it was a really great game #SNFxESPN #CamNewton is alright in my book,2020-09-21 03:51:50
197,"Hoy el #SNF estuvo increíble, #CamNewton demostró que los @Patriots tienen con que competir,  la última jugada era… https://t.co/uSEoCO8HVR",2020-09-21 03:51:30
198,#belichick you want me to believe that was your play call for #camnewton with such great position on the goal line… https://t.co/ZSri2SvHZL,2020-09-21 03:51:21
199,"Wait a moment!!   A career high for Edelman, with Cam, in a half of a game, after an entire career with Brady?

How… https://t.co/Tm2Se5VgeE",2020-09-21 03:50:58
200,Wow how did so many teams completely pass on #CamNewton.,2020-09-21 03:49:31
201,"Brady? Who he? 
#CamNewton #NewEnglandPatriots #WhoHe https://t.co/rzDcZrNeVa",2020-09-21 03:49:19
202,close fucking game though patriots still a big threat to these other nfl teams #NewEnglandPatriots #CamNewton 💪🏽🏈,2020-09-21 03:47:45
203,@MylesASimmons @Panthers Y'all messed up big time. Welp #CamNewton,2020-09-21 03:47:03
204,"@_JasonHuber Yep, and much worse than just 2 hrs ago #CamNewton",2020-09-21 03:46:48
205,@CassieFambro I’ve got huge respect for #CamNewton  🏈 insight and his new fashion scheme as seen in week 1 https://t.co/yLtvQNWKU0,2020-09-21 03:46:38
206,I believe in Superman. #CamNewton,2020-09-21 03:46:11
207,Apparently I missed a good game @NFL   looks like I'm still in the winners circle this week #FantasyFootball Thanks… https://t.co/gt7AXMAb8Y,2020-09-21 03:45:32
208,"Tough loss, but #CamNewton just put the league on notice 🔥",2020-09-21 03:45:17
209,Cam looked really good throwing the ball 2nite. He looked sharp! #MNF #SEAvsNE #Seahawks #GoPats #NFL #CamNewton,2020-09-21 03:45:07
210,"Great game by my #Vegan Bro #camnewton he was on fire 🔥 https://t.co/oc5cyPR8t5

#redemption #NewEnglandPatriots… https://t.co/dkgeExSkSV",2020-09-21 03:45:04
211,@CameronNewton out here showing everyone why he's got an MVP in his trophy case. Tough loss tonight but the future… https://t.co/LZnNbuwYr3,2020-09-21 03:44:45
212,My ❤️ is happy reading all the #patriotnation tweets. Who is ever so hopeful for a season after a loss?? Lol! #QB1 #CamNewton #patriots,2020-09-21 03:44:31
213,"Cam Newton sure looks like the comeback player of the year despite the loss
#patriots #NewEngland… https://t.co/WtT4C3b7MB",2020-09-21 03:44:12
214,Go @CameronNewton Welcome again to @Patriots Glad to have you as our New quarterback 😀 🙌 @YMcTier #Patriots… https://t.co/j0pUq6Eli1,2020-09-21 03:44:03
215,@CassieFambro 👀 #CamNewton is and will be the 2020 #ComeBackPOY in the game of  🏈 you don’t always read the right r… https://t.co/8zyCjgltsU,2020-09-21 03:43:47
216,This is why you pass at the one yard line when everyone expects a run. #Seahawks #Patriots #RussellWilson #CamNewton,2020-09-21 03:43:44
217,"That game had to make america feel great, right patriots haters? Still think the winning is over? #CamNewton",2020-09-21 03:43:40
218,"#CamNewton 👋 Estou te dando R$27 em crédito! Para usá-lo, baixe o aplicativo Wish com o meu link. https://t.co/HLj5xoD4aI",2020-09-21 03:43:27
219,"such an AMAZING #SundayNightFootball game 😤💯
#PATRIOTSvsSEAHAWKS 

- down to the very last 3 seconds
- game on the… https://t.co/WZgEjFafAK",2020-09-21 03:43:25
220,"Once the Patriots figure out all the things they can do with Cam and what he likes to do... maaan, they are going t… https://t.co/NvV1OG4pwc",2020-09-21 03:42:35
221,#Patriots #CamNewton #BillBelichick https://t.co/4P6rr7lvpq https://t.co/F3BNmuRX9f,2020-09-21 03:42:05
222,#CamNewton you are fun to watch!,2020-09-21 03:41:52
223,"David Tepper messed up!!!
David Tepper messed up!!!
David Tepper messed up!!!
David Tepper messed up!!!
David Teppe… https://t.co/n6spkfOGVi",2020-09-21 03:41:28
224,"@Panthers your actions have caused great distress, why did you do this to us....#CamNewton",2020-09-21 03:41:20
225,#CamNewton looks fantastic despite the loss tonight.,2020-09-21 03:41:18
226,"Partidazo de nfl.

Mis pats son de verdad con #CamNewton",2020-09-21 03:40:55
227,Actually feel better after this loss to a tough Seattle team than the win against Miami. Work to do on D and play c… https://t.co/RpnAFOlfsJ,2020-09-21 03:40:44
228,My Patriots lost a close one. But this just shows what a stud we have as a QB. #CamNewton #camforprez,2020-09-21 03:40:41
229,@CameronNewton is playing some amazing football! I never doubted this guy on the @Patriots. And tonight proved it!… https://t.co/zwno7RN6Yl,2020-09-21 03:40:33
230,@TreyWallace_ 🔽🔽🔽🔽▶️▶️🔼🔼🔼 should of been the play #CamNewton,2020-09-21 03:40:12
231,"Por cierto, #CamNewton fue la oferta de la década! Los Patriots son demasiado inteligentes. No entiendo como Carolina no lo quería mas.",2020-09-21 03:39:56
232,"Not even mad the @Patriots lost, Supa @CameronNewton is back back 💙❤️🤍 #CamNewton #PatsNation",2020-09-21 03:39:52
233,@CameronNewton makes football exciting! Much ❤️ Cam! You’re a beast! My first time cheering AGAINST the @Seahawks b… https://t.co/qvf56NuUL0,2020-09-21 03:39:28
234,I was hoping he would get the W but you cant argue with the stat line. He battled tonight #CamNewton #SNFonNBC https://t.co/ZmyZdCoaa8,2020-09-21 03:39:12
235,"It really says something, with all respect to Greg Olsen, that this maligned @Patriots WR core is BY FAR the best g… https://t.co/7fLWiOJvwc",2020-09-21 03:38:58
236,@CameronNewton is ALL THE WAY BACK.  Need to find a new kicker ASAP.  @BumpNrunGilm0re won’t have another game like… https://t.co/DHmYkr2fjY,2020-09-21 03:38:34
237,Right now #CamNewton is on pace for 40 touchdowns this season. 8 passing and 32 rushing. Odd stat for a QB.,2020-09-21 03:38:18
238,"What a game so close #Patriots 😫👏 good fight back #Patriots to the end 
#CamNewton he gonna be good player… https://t.co/UEvBrJr4l0",2020-09-21 03:38:13
239,"Very tired of these announcers saying things like, “If Cam Newton gets this ball in New England fans will be believ… https://t.co/SdMR0UPGlX",2020-09-21 03:38:07
240,"I don’t understand why everyone is mad at that play call, they’ve literally scored on it like twice tonight. It’s t… https://t.co/Ip4gJLtNFv",2020-09-21 03:38:05
241,Great Game by #CamNewton but glad We pulled out the W #Seahawks #NEvsSea #12thMan #patriots,2020-09-21 03:38:01
242,"Great game tonight on Sunday Night. If you don't like watching #CamNewton play the game, you are watching the wrong game. #keepsmilingcam",2020-09-21 03:37:08
243,"Seahawks x Patriots na linha de 1 jarda 

#camnewton
#SNF https://t.co/4OzKoW0YTR",2020-09-21 03:37:04
244,"@elbajimenez9 @Eder_82 Perdieron a la #CamNewton, pero esa era la jugada, lo que pasa que #Carrol y #Seahawks lo sa… https://t.co/PNTulLVSQb",2020-09-21 03:36:30
245,"The last 3 times these teams played:
-every game ended on the 1 yard line 
-every time the defence won it
#Seahawks… https://t.co/PFpAcSUeJr",2020-09-21 03:36:28
246,Russ and Cam played lights out tonight; somebody better put respect on Cam Newton’s name. NE’s defense drop the bal… https://t.co/uHDpptlHOu,2020-09-21 03:36:26
247,"Cam throws for 397 yards are you are going to call that bullshit? Man, that was unlike the Patriots. Stupid play ca… https://t.co/kBjjNTNPDW",2020-09-21 03:36:25
248,@Patriots extraña a #TomBrady y hoy tmb se vio muy diferente sin #billbelichick en fin #CamNewton tendra que crecer… https://t.co/9IzJsGy5vF,2020-09-21 03:36:22
249,I don't wanna hear anything about #CamNewton health anymore. He balled out.,2020-09-21 03:36:13
250,That was a great game!  #camnewton #russellwilson,2020-09-21 03:36:09
251,Carolina feeling like a jackass. #CamNewton,2020-09-21 03:36:05
252,Dam @CameronNewton win or lose @Patriots fans are happy for ya win or lose we will get it next game dam!!!… https://t.co/IkBLABxF78,2020-09-21 03:35:57
253,It feels weird seeing the @Patriots lose so early into the season. #GoPats #SNF #NEvsSEA #NFL #SuperCam #CamNewton #Seahawks #12thMan,2020-09-21 03:35:55
254,"I thought #camnewton was going to have his @Patriots moment.  It’s going to be good season, I know it and I believe… https://t.co/zQZRIwoypp",2020-09-21 03:35:54
255,"Haha! #CamNewton shoulda just let someone run the ball or catch the ball! He TRIED to win the game, but lost it! Th… https://t.co/C1xAXBEeeR",2020-09-21 03:35:46
256,Oya that @Patriots and @Seahawks game was the most exciting for #SNF THANK YOU @DangeRussWilson AND #CamNewton this game was 🔥🔥🔥,2020-09-21 03:35:37
257,"Todos sabíamos que #CamNewton iba a correr, pero por dios algo de creatividad por favor.
#NFL #PatriotsEspanol #Seahawks",2020-09-21 03:35:28
258,Worse than the call not to hand it off to #MarshawnLynch. #PeteCarroll stacked the box. You’re gonna run it with… https://t.co/GujFN1P8rZ,2020-09-21 03:35:21
259,"¡Qué juego, qué liga, qué deporte! 😱

Los @Seahawks detienen en la última jugada a @CameronNewton y se llevan la vi… https://t.co/ytXzeskDhw",2020-09-21 03:35:19
260,The Husky Dawg God was watching over our #Seahawks and you can hear #CamNewton’s ego deflate 🎈💨!!,2020-09-21 03:35:18
261,"Well, thank god I kept #CamNewton on the bench. #fail https://t.co/FIb2JaggkX",2020-09-21 03:35:17
262,If Cam Newton throws that ball New England would be 2-0.... We all saw that ran from a mile away including Seattle #camnewton #nfl,2020-09-21 03:35:02
263,"I hate running quarterbacks, too weak to run through a line hence the position running back #Patriots #Seahawks… https://t.co/A19N2U3qR4",2020-09-21 03:34:55
264,Didn't like the play from the start. Spread the field and go 5 wide!! Don't care the personnel!! This is on #Belichick not #CamNewton,2020-09-21 03:34:48
265,"A loss for the Patriots, but an impressive one for the Patriots. Big things ahead for this team. #Patriots #CamNewton",2020-09-21 03:34:47
266,"Hey #CamNewton ...
Nice playing tonight, but... https://t.co/0n7lW8afDJ",2020-09-21 03:34:46
267,"Despite the loss, Cam played terrific. #Patriots #CamNewton",2020-09-21 03:34:38
268,#CamNewton after losing to the #Seahawks  #NFL https://t.co/DPjVmXhlkC,2020-09-21 03:34:33
269,"Should have zigged instead of zagged. 

Damn good game.

#CamNewton 
#RussellWilson",2020-09-21 03:34:28
270,Only #JoshMcdaniels would call for #Camnewton to lineup 4 yards back from the 1 🤦🏽‍♂️ .. #TomBrady always quick sna… https://t.co/5mmGoT6V7A,2020-09-21 03:34:23
271,how much are the patriots paying Cam again? #patriots #camnewton,2020-09-21 03:34:21
272,"Ah, superman  #CamNewton ,welcome to the real world.",2020-09-21 03:34:15
273,Wow!!!! Great stop by the #Seahawks defense but #CamNewton is definitely playing at a MVP level with the darts he was throwing thru the game,2020-09-21 03:34:13
274,"Amazing game by Cam Newton and the Pats. Kept up with the Seahawks all the way. I’ll take that.
 #webelieve #camnewton",2020-09-21 03:34:05
275,Shit!!! #CamNewton 🤯 #NFLSunday,2020-09-21 03:34:00
276,Quite the @SNFonNBC  game -- opposite of the Super Bowl when it was Seattle on the one-yard-line. Not sure how far… https://t.co/8L0wc1VsQf,2020-09-21 03:33:58
277,"Mannnnnn Cam is gonna be a PROBLEM. Open it up, give him time, and one more weapon.... #camnewton #patriots",2020-09-21 03:33:48
278,#Seahawks #12 35 to 30 2-0 start over #Patriots #CamNewton undercut at the one yard line with time running out… https://t.co/gD5zHpy04M,2020-09-21 03:33:39
279,@NFL Cam you could do better #camnewton  good luck next year because you honestly aren’t good for our team #billbelichick,2020-09-21 03:33:37
280,"#NFLWeek2 nah, they suck anticlimatic... lol, just kidding. that was pretty awesome. #CamNewton sure scared the #Seahawks there.",2020-09-21 03:33:31
281,@Patriots you lost the game because #CamNewton was greedy and selfish,2020-09-21 03:33:21
282,Even tho they lost #CamNewton you looked good out there tonight! Good fucking job!!!! I’m not even mad! U played ha… https://t.co/XrgjXudrwN,2020-09-21 03:33:16
283,"#CamNewton has 444yards of total offense. Leading rusher and passer...
What a game... Seahawks Patriots #russellwilson",2020-09-21 03:33:13
284,Seattle got real lucky on that last play. Cam should have been the decoy and passed it. #CamNewton #sundaynight… https://t.co/bvMv23VfUh,2020-09-21 03:33:02
285,"Que idiotez tan grande acaba de hacer #CamNewton #Patriots lo tenían para ganar y prefirió correr el, que lanzar #Seahawks los vence 35 a 30",2020-09-21 03:32:57
286,What a day in sports! Great ending in Seattle! #seahawksvspatriots #NEvSEA #SNFonNBC #CamNewton #RussellWilson #NFLSunday,2020-09-21 03:32:56
287,"My sincere apologies to the girl who lives above me but god damn what a Sunday nighter! 

Win or lose. I am here fo… https://t.co/FN3OgBNT5E",2020-09-21 03:32:49
288,"Inexplicable un pase de #Seahawks en 3 y 1yd y 
predecible ir con #CamNewton en la última jugada del partido.… https://t.co/ORX2FaxUF2",2020-09-21 03:32:48
289,Damn #CamNewton look like a completely different Qb since he’s with a team he can throw the ball 🔥🔥,2020-09-21 03:32:45
290,"Cam Newton rolling with a grey number to match the grey skies of Seattle. 🏈🦸🏾‍♂️👔

#OOTD #CamNewton #NEvsSEA #NFL https://t.co/ch0hnqSgAA",2020-09-21 03:32:44
291,Unstoppable all night until the last play. #CamNewton #NewEnglandPatriots #SEAvsNE https://t.co/6QchxVMoF9,2020-09-21 03:32:39
292,That was a hell of a football game. Excited for the #CamNewton era! #Patriots,2020-09-21 03:32:35
293,Josh McDaniels has to know that they know to be expecting #CamNewton to run the ball. Horrible call,2020-09-21 03:32:35
294,#camnewton i still believe in u dog ! Good game #gopats https://t.co/QVFMCTqusu,2020-09-21 03:32:31
295,#CamNewton balled 🏈in a loss to #seahawksvspatriots respect 🙏,2020-09-21 03:32:31
296,Ya SUCK IT #CamNewton!!! But SERIOUSLY GOOD GAME to ALL YOU WARRIORS ON BOTH TEAMS!! GO #Seahawks,2020-09-21 03:32:24
297,Top 5. #CamNewton #NEvsSEA,2020-09-21 03:32:21
298,Love seeing #CamNewton fail!!  Anybody who nicknames himself Superman is easy to root against... Russ Wilson disapp… https://t.co/Ez8CJNyp5A,2020-09-21 03:32:21
299,Terrible play call by the Patriots right there. Literally just put cam under center and let him jump over the pile… https://t.co/XoIgnx92I7,2020-09-21 03:32:18
300,Where did #camnewton think the pylon was? He wasn't even close.,2020-09-21 03:32:16
301,Cam newton played out of his mind tonight! SOO Impressive!!! Sucks to see him lose this one and I hate to see the P… https://t.co/cyyACUuPur,2020-09-21 03:32:15
302,"Well damn. Patriots so close.
#camnewton #newton #NEvSEA",2020-09-21 03:32:13
303,Go pats! Great game. #Patriots #CamNewton,2020-09-21 03:32:11
304,"#CAMNEWTON MY ASS!!! Jajajajajajajajajajajajajaja pinche jugadita más predecible, mandar a su QB para conseguir un… https://t.co/IPCwap0Q7G",2020-09-21 03:32:09
305,This is football! #camnewton on of the GOATS,2020-09-21 03:32:00
306,We may have lost today but not by alot. It was a good game and I have faith in Cam Newton going forward. Bring it o… https://t.co/34AyCSg59i,2020-09-21 03:31:59
307,Don't understand New England trying to run it in on the last play. I think that made it much easier on the Seahawks… https://t.co/qqzrL4DFAG,2020-09-21 03:31:54
308,Wow. That was weak asf #camnewton,2020-09-21 03:31:52
309,#sports #blog #sportsblog #nba #nfl #mlb #nhl #basketball #football #baseball #hockey #boston #bostonsports… https://t.co/zYhdTOwcKf,2020-09-21 03:31:52
310,"What a performance by @CameronNewton who almost pulled it off for the @Patriots.
#CamNewton #Patriots",2020-09-21 03:31:38
311,Hell of a game @SNFonNBC Gotta spread it out and let #CamNewton use his arm OR legs.,2020-09-21 03:31:34
312,#CamNewton showed that he can make the #Patriots compete against the best. I'm excited to see this offense as the s… https://t.co/yb71OlQlPy,2020-09-21 03:31:32
313,"#CamNewton a gutsy player #Week2 
#nfltwitter",2020-09-21 03:31:30
314,Fuck! That one hurt  #CamNewton https://t.co/3bIB3eiJGx,2020-09-21 03:31:29
315,WHAT A GAME !!!! Respect to #CamNewton &amp; #RusselWilson,2020-09-21 03:31:27
316,Patriots lost but Cam New Tom really showing OUT!!! Greater things to come from this new Pats team. #GoPats #CamNewton,2020-09-21 03:31:26
317,#CamNewton is gooood! That is what we learned tonight. #Pats #PatsVSeahawks #SEAvNEP #Patriots #Seahawks,2020-09-21 03:31:20
318,#CamNewton is stopped at the end resulting in the #Seahawks winning 35-30. @Seahawks @Patriots #NEvsSEA #SNF… https://t.co/HP6yciKzmX,2020-09-21 03:31:10
319,#CamNewton shows he belongs on the #Patriots tonight. LOVE energy he brings! @dcgkanji,2020-09-21 03:31:09
320,What a game #Patriots #Seahawks #CamNewton I’m not even mad😂,2020-09-21 03:30:55
321,#CamNewton fails on the sneak! #Seahawks win this one where it comes down to the very last second against the… https://t.co/g8aawLH1HP,2020-09-21 03:30:54
322,"Todos los sabíamos, iba a correr. #CamNewton",2020-09-21 03:30:29
323,Got a question....how many teams needed #CamNewton? And why did they pass on him? I know the answer but want to hea… https://t.co/TSgLXwW6VY,2020-09-21 03:30:24
324,"What a game.

Hats of to both #RussellWilson and #CamNewton.

Absolutely incredible.",2020-09-21 03:30:08
325,Watching this last play like. #Seahawks #patriots #camnewton https://t.co/m3OXNkUGkA,2020-09-21 03:30:05
326,Let Cam Cook #SNF #NFL #CamNewton #Seahawks,2020-09-21 03:30:01
327,"Another #CamNewton Start

Another #CamNewton LOSS

1 WIN.....9 LOSSES

LAST 10 STARTS

24 WINS

24 LOSSES

SINCE 2015 Season",2020-09-21 03:29:58
328,#Patriots need to extend #CamNewton right after this game. https://t.co/LE2f8g6woj,2020-09-21 03:29:43
329,This can't be life.  I am rooting for the Pats! Go #camnewton,2020-09-21 03:29:23
330,They gotta just run it in with #CamNewton right?,2020-09-21 03:29:20
331,Im rooting for cam #camnewton #patriotsvsseahawks,2020-09-21 03:29:12
332,We know what is coming next!!! Can Seattle stop it?  #CamNewton,2020-09-21 03:28:39
333,"What were you guys thinking @Panthers? 
#CamNewton",2020-09-21 03:28:32
334,Cam Damn Newton!!! #CamNewton #SEAvsNE,2020-09-21 03:28:20
335,#camnewton is playing amazingly well in this last minute. #NEvSEA,2020-09-21 03:28:17
336,Cam is balling!!!  #camnewton,2020-09-21 03:28:11
337,Come on Cam. #camnewton #patriots #KeepPounding 😉,2020-09-21 03:28:11
338,"Lo digo desde ahora, faltando 9 segundos: no importa si se pierde... Van en la línea correcta los @Patriots con #CamNewton",2020-09-21 03:27:41
339,#NFLWeek2 i think crazy #CamNewton is gonna run the endzone himself again???!,2020-09-21 03:27:01
340,"#NFLnaESPN Rapaz que jogo meu Deus, hoje eu morro kkkkk #GoPats #CamNewton #Edelman",2020-09-21 03:26:56
341,"Just a reminder the dude that beat the seahawks is making 1 million a year, or 35X less the guy on the other side.… https://t.co/6LiY1nG19E",2020-09-21 03:26:35
342,Wow #camnewton looks amazing #patriots,2020-09-21 03:26:18
343,"They're tired Cam!

Do it! Get'm!

#CamNewton",2020-09-21 03:26:16
344,This game is literally Carlton Banks V Will Smith  #CamNewton #RussellWilson #NFL https://t.co/uF22a0If5G,2020-09-21 03:25:39
345,"LET'S GO CAM! 1:42 TO GO! 
#patriots #camnewton",2020-09-21 03:24:51
346,Gooooooo #CamNewton 🤙🏼,2020-09-21 03:24:49
347,#NFLWeek2 i actually think #CamNewton is going to lead the #Patriots on a super upset against the #Seahawks in 30 seconds....,2020-09-21 03:24:44
348,"Seahawks needs to get pressure on #CamNewton, they'll be happy to get Darrell Taylor in there soon!

#Seahawks… https://t.co/Sdh71NgqhP",2020-09-21 03:24:02
349,#CamNewton bout to win this game!!! Dammit!!!,2020-09-21 03:23:49
350,"Solo hazlo #CamNewton! 🙏🏼
#Patriots #Seahawks #SNF #NFL",2020-09-21 03:23:28
351,"@NFL @Patriots 🏅“#Start #where you are. Use what you have. Do what you #can.”🏅
💬 #next #Fixed 100% #Match are… https://t.co/QL23Tdu2e7",2020-09-21 03:23:27
352,"#NFLWeek2 i'm becoming a #CamNewton believer. even if #patriots lose, this game feels like the #ironbowl and newton… https://t.co/G8iYyJshoe",2020-09-21 03:23:26
353,"MVP candidates for the #NFL season(no specific order)

1. #PatrickMahomes 🎯
2. #LamarJackson🕹 
3. #CamNewton 🗣
4.… https://t.co/S8qEdSU5V4",2020-09-21 03:23:11
354,"Is Cam Newton about to pull a Tom Brady, or a Cam Newton?

#CamNewton",2020-09-21 03:23:07
355,"Bueno, 4to cuarto, 0:49, 2 timeouts, medio campo, 30-35 #Seattle, veamos de que es capaz #CamNewton.",2020-09-21 03:23:00
356,Is it Cam time? #CamNewton #Patriots #Seahawks #NEvsSEA #NFL,2020-09-21 03:22:17
357,Come on @CollinsworthPFF #CamNewton is no @TomBrady #patriotsvsseahawks,2020-09-21 03:21:54
358,Will #CamNewton and the #patriots get the win?,2020-09-21 03:21:25
359,Still trying to get used to seeing #CamNewton in that Patriots uniform 😳,2020-09-21 03:21:18
360,"@nytimes 🏅“#Start #where you are. Use what you have. Do what you #can.”🏅
💬 #next #Fixed 100% #Match are #confirmed… https://t.co/6vEF35T5KT",2020-09-21 03:21:08
361,Venga #CamNewton !!!,2020-09-21 03:21:03
362,#CamNewton being on the #Patriots for such a short time is already a better passer than he was in #Carolina #NEvsSEA 🤘🏻💥,2020-09-21 03:20:44
363,"#CamNewton is fantasy money tonight. Take that, League!! But Cam dude, you’ve gotta cut that thing growing out of y… https://t.co/Xeey78Dexw",2020-09-21 03:20:00
364,#Camnewton is throwing the ball better than he ever has in my opinion #Seahawks #patriots #nfl #seavspats,2020-09-21 03:19:55
365,Seeing #CamNewton out here balling and I gotta deal with the fact that Teddy Bridgewater is my QB now.,2020-09-21 03:18:59
366,It makes me happy to see Cam Newton balling out like this again #CamNewton #SNF,2020-09-21 03:18:36
367,I’m loving everything about this #SNFonNBC duel between #CamNewton @DangeRussWilson These QBs are putting on a show… https://t.co/8yblhqWiVv,2020-09-21 03:17:01
368,"So I got Dak and Cam as my QB's in Fantasy Football. I have been starting Dak, should I start starting Cam???… https://t.co/CsehrjLZRe",2020-09-21 03:16:20
369,"Honestly, win or lose, #CamNewton looks good in the #Patriots offense after two games. Color me surprised. https://t.co/NnemJmGAdL",2020-09-21 03:15:30
370,You're telling me that the CEO of Appaloosa Management  knew Cam was healthy and let this man walk? Appaloosa is a… https://t.co/NAKIfGEgV5,2020-09-21 03:15:29
371,I remember a lot of people telling me that Cam Newton was washed. He was just hurt. #NFLonNBC #camnewton #patriotsvsseahawks,2020-09-21 03:15:08
372,"#CamNewton (62) has more rushing touchdowns than HOFer #TerrellDavis (60).

He’s also thrown 183 touchdown passes.

#Patriots #NEvSEA",2020-09-21 03:15:02
373,"#PlayByPlay still #CamNewton makes it look so damn easy #GoPats #nfltwitter 
He's very entertaining",2020-09-21 03:14:54
374,#CamNewton is BACK! Maybe better than ever. The man has stepped right back into the league off that injury and is a top QB! #NFL,2020-09-21 03:14:33
375,#camnewton is the best goal line weapon in the #nfl it’s not close,2020-09-21 03:13:18
376,"Cam Newton Rushing TDs of 62 surpasses Herschel Walker, OJ Simpson, Deangelo Williams. #CamNewton #Patriots #Auburn https://t.co/yykWfbRZVO",2020-09-21 03:13:14
377,#CamNewton needs to work on sliding better and on time too.,2020-09-21 03:08:24
378,"Pats defense is pretty bad right now! 
@Patriots #patriots #nfl #CamNewton #belichick #Seahawks",2020-09-21 03:08:04
379,Now would be a good time. #patriotsvsseahawks #CamNewton,2020-09-21 03:07:46
380,"@MatthewBerryTMR 🏅“#Start #where you are. Use what you have. Do what you #can.”🏅
💬 #next #Fixed 100% #Match are… https://t.co/yufTnwni3U",2020-09-21 03:07:06
381,#NewEngland needs to worry about defense as much as they do with #CamNewton . So far good game play offensively.  N… https://t.co/rnExdNKgfW,2020-09-21 03:06:09
382,"@PDChinese 🏅“#Start #where you are. Use what you have. Do what you #can.”🏅
💬 #next #Fixed 100% #Match are… https://t.co/niJmL38kvD",2020-09-21 03:05:12
383,I know professional athletes are supposed to be able to motivate themselves for games but it has to be weird as hel… https://t.co/4VBQyTsdr3,2020-09-21 03:02:57
384,#CamNewton looking very comfortable in the Patriot offense.,2020-09-21 03:02:17
385,"@CameronNewton They traded you, they traded me!! Let’s get it!! #Patriots #CamNewton Handle ya business young bruh!✊🏿✊🏿",2020-09-21 03:01:37
386,Our Merry Cat is riveted by this great #SNF #NFL game between #Seahawks and #Patriots. I’m not sure which team she… https://t.co/Ac3WQCeEkR,2020-09-21 02:59:34
387,I am watching @NFL Sunday Night Football Game @Patriots vs @Seahawks on @nbcwashington @nbc @SNFonNBC #NEvsSEA… https://t.co/TbFcCoLRS2,2020-09-21 02:58:01
388,That damn #CamNewton be playing his ass off! The team play their asses off but that boy #Cam🤤 #fanpost #CamNewton fan- now a #Patriotsfan,2020-09-21 02:57:58
389,I am liking #CamNewton as a Patriot https://t.co/K8MH1p8KVm,2020-09-21 02:55:37
390,@CBSSports  as a #Patriots fan I don’t need to hear about #TB12 anymore.  Loved him when he was a #Patriot but he’s… https://t.co/IFiRz4x8ip,2020-09-21 02:55:34
391,Damn did #CamNewton shoot that pass out a gun!,2020-09-21 02:53:27
392,If the New England patriots score a touchdown on this drive it will be a great momentum change. This couldn't have… https://t.co/Ibqc37Ki7L,2020-09-21 02:50:01
393,#NewEnglandPatriots vs. #SeattleSeahawks | #NFL 2020-21 #Week2 | Predictions #Madden21 #NewEngland #Patriots… https://t.co/UW6cyxYfPo,2020-09-21 02:47:54
394,That hair tho.... #CamNewton,2020-09-21 02:46:11
395,"With #CamNewton Now At QB...

It's Actually Exciting To Watch The #Patriots!!! 😁 https://t.co/2qyAmz49RN",2020-09-21 02:46:03
396,Man I love how good #CamNewton looks and what they're doing with him throwing and running!! Hope that he doesn't ge… https://t.co/KHD4uTiPdI,2020-09-21 02:44:35
397,"Dont ya jus love Sunday night football? I kno I do
  #football #NEvsSEA
#SNFonNBC #DangerRuss
#CamNewton #SundayNightFootball",2020-09-21 02:44:24
398,"Josh McDaniels play calling, is very 10th grade. 

Then again, he has zero weapons. 

#GoPats #pats #Patriots… https://t.co/NBRofBzVI3",2020-09-21 02:44:02
399,The #Patriots are the only team that could of revived #CamNewton's career #SNF #NFL,2020-09-21 02:43:47
400,Love seeing Cam Newton make big plays with the Patriots but also having nightmares about losing to the Patriots in… https://t.co/9PRZLonI66,2020-09-21 02:43:31
401,#livetweet Look #CamNewton tRNA come wit it!,2020-09-21 02:43:13
402,Don’t care what anyone says #CamNewton still a stud.. much respect..,2020-09-21 02:42:27
403,I liked it better the first time I saw it. #CamNewton https://t.co/d3D8JgM6wT https://t.co/Uvj4EniA5S,2020-09-21 02:42:17
404,"Just when you want to put a Fork in #Patriots.   The ""New Guy"" gets them back in the game. #CamNewton",2020-09-21 02:41:16
405,Touchdown !!!! #CamNewton #GoPats let’s go !!!!! 🏈  great throw,2020-09-21 02:40:55
406,How do you stop that play?  #CamNewton,2020-09-21 02:40:49
407,#CamNewton #NEvsSEA #GoPatriots we all new what a healthy cam newton can do. Y'all some clowns for not picking him… https://t.co/NXd0SW0EVi,2020-09-21 02:40:30
